Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ile,1.05 [0.99-1.11],1.000,,Isoleucine
M-LDL-PL%,1.04 [0.97-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,1.02 [0.96-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,1.01 [0.95-1.08],1.000,,Tyrosine
Leu,1.01 [0.95-1.07],1.000,,Leucine
VLDL-C,0.93 [0.87-0.98],1.000,,VLDL Cholesterol
M-LDL-FC%,0.92 [0.87-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.89 [0.84-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.87 [0.82-0.93],1.000,,Total-Cholesterol
IDL-FC,0.86 [0.81-0.92],0.958,,Free Cholesterol in IDL
