Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.04 [0.97-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.01 [0.94-1.09],1.000,,Monounsaturated Fatty Acids
SFA,1.01 [0.94-1.09],1.000,,Saturated Fatty Acids
HDL-FC,1.00 [0.93-1.09],1.000,,Free Cholesterol in HDL
Creatinine,1.00 [0.92-1.09],1.000,,Creatinine
ApoA1,1.00 [0.92-1.08],1.000,,Apolipoprotein A1
HDL-C,0.99 [0.92-1.08],1.000,,HDL Cholesterol
ApoB,0.98 [0.91-1.05],1.000,,Apolipoprotein B
M-LDL-FC%,0.97 [0.90-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.97 [0.90-1.04],1.000,,Clinical LDL Cholesterol
