Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.33 [1.27-1.40],5.088e-26,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.32 [1.26-1.39],3.361e-23,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.32 [1.25-1.38],3.823e-21,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.29 [1.23-1.35],1.424e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.28 [1.21-1.34],2.135e-15,***,Glycoprotein Acetyls
MUFA%,1.27 [1.20-1.34],5.231e-13,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.25 [1.19-1.32],1.125e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.24 [1.17-1.30],2.254e-10,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.22 [1.17-1.29],2.439e-10,***,Phospholipids to Total-Lipids in Large HDL percentage
IDL-PL%,1.21 [1.16-1.28],5.587e-09,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,1.20 [1.14-1.26],7.260e-08,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.18 [1.12-1.25],1.037e-04,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.18 [1.12-1.25],2.820e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,1.18 [1.12-1.25],1.544e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-PL%,1.15 [1.10-1.21],0.010,*,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-FC%,0.88 [0.84-0.92],0.014,*,Free Cholesterol to Total-Lipids in Small LDL percentage
ApoB,0.87 [0.83-0.92],0.043,*,Apolipoprotein B
L-LDL-CE%,0.87 [0.83-0.91],0.004,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-CE,0.87 [0.83-0.91],0.020,*,Cholesteryl Esters in Small LDL
S-LDL-CE%,0.87 [0.83-0.91],0.008,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-C,0.87 [0.83-0.91],0.015,*,Cholesterol in Small HDL
IDL-FC%,0.87 [0.83-0.91],8.711e-04,***,Free Cholesterol to Total-Lipids in IDL percentage
Total-L,0.87 [0.83-0.91],0.005,**,Total-Lipids in Lipoprotein Particles
M-LDL-PL,0.87 [0.82-0.91],0.012,*,Phospholipids in Medium LDL
M-LDL-CE,0.87 [0.82-0.91],0.008,**,Cholesteryl Esters in Medium LDL
M-LDL-L,0.86 [0.82-0.91],0.003,**,Total-Lipids in Medium LDL
S-HDL-CE%,0.86 [0.82-0.91],7.519e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
IDL-P,0.86 [0.82-0.91],0.005,**,Concentration of IDL Particles
S-HDL-CE,0.86 [0.82-0.91],0.003,**,Cholesteryl Esters in Small HDL
M-HDL-CE%,0.86 [0.82-0.90],6.557e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Total-PL,0.86 [0.82-0.91],0.004,**,Total-Phospholipids in Lipoprotein Particles
PC,0.86 [0.82-0.91],0.009,**,Phosphatidylcholines
M-VLDL-PL%,0.86 [0.82-0.90],1.726e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-PL,0.86 [0.82-0.90],0.003,**,Phospholipids in IDL
Remnant-C,0.86 [0.82-0.90],4.442e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-C,0.86 [0.82-0.90],0.001,**,Cholesterol in Medium VLDL
S-LDL-C,0.86 [0.82-0.90],9.256e-04,***,Cholesterol in Small LDL
S-VLDL-C%,0.86 [0.82-0.90],7.874e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-FC%,0.85 [0.81-0.90],5.409e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C,0.85 [0.81-0.90],1.783e-04,***,Cholesterol in Medium LDL
Cholines,0.85 [0.81-0.90],8.814e-04,***,Total-Cholines
M-VLDL-FC%,0.85 [0.81-0.89],1.434e-05,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,0.85 [0.81-0.89],4.324e-08,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-C%,0.85 [0.81-0.89],1.047e-05,***,Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-C%,0.85 [0.81-0.89],7.192e-07,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,0.85 [0.81-0.89],2.808e-07,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-PL,0.85 [0.81-0.89],2.501e-05,***,Phospholipids in LDL
LDL-L,0.85 [0.81-0.89],6.301e-06,***,Total-Lipids in LDL
HDL-P,0.84 [0.80-0.89],4.769e-04,***,Concentration of HDL Particles
S-LDL-FC,0.84 [0.80-0.89],1.277e-05,***,Free Cholesterol in Small LDL
LDL-CE,0.84 [0.80-0.89],5.901e-06,***,Cholesteryl Esters in LDL
XL-HDL-CE%,0.84 [0.80-0.88],3.736e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-C%,0.84 [0.81-0.88],1.859e-07,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-C,0.84 [0.79-0.90],0.034,*,Cholesterol in Large HDL
Non-HDL-C,0.84 [0.80-0.88],1.634e-06,***,Total-Cholesterol Minus HDL-C
M-VLDL-CE,0.84 [0.80-0.89],1.295e-05,***,Cholesteryl Esters in Medium VLDL
M-HDL-C%,0.84 [0.80-0.88],1.636e-06,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-L,0.84 [0.80-0.88],8.592e-07,***,Total-Lipids in Large LDL
Omega-6%,0.84 [0.80-0.88],3.058e-07,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE,0.84 [0.80-0.88],1.137e-06,***,Cholesteryl Esters in Large LDL
IDL-L,0.84 [0.80-0.88],1.170e-06,***,Total-Lipids in IDL
L-HDL-CE,0.84 [0.79-0.89],0.011,*,Cholesteryl Esters in Large HDL
Omega-6,0.83 [0.79-0.88],9.863e-07,***,Omega-6 Fatty Acids
LDL-C,0.83 [0.79-0.88],1.778e-07,***,LDL Cholesterol
PUFA,0.83 [0.79-0.88],1.426e-06,***,Polyunsaturated Fatty Acids
Total-FC,0.83 [0.79-0.88],4.844e-07,***,Total-Free Cholesterol
Total-P,0.83 [0.79-0.88],1.709e-05,***,Total-Concentration of Lipoprotein Particles
L-LDL-PL,0.83 [0.79-0.88],4.206e-07,***,Phospholipids in Large LDL
M-HDL-FC%,0.83 [0.79-0.88],3.048e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC,0.83 [0.79-0.87],2.081e-07,***,Free Cholesterol in Medium LDL
L-LDL-C,0.83 [0.79-0.87],4.143e-08,***,Cholesterol in Large LDL
HDL-C,0.83 [0.78-0.88],4.494e-05,***,HDL Cholesterol
Clinical LDL-C,0.83 [0.79-0.87],2.080e-09,***,Clinical LDL Cholesterol
IDL-FC,0.83 [0.78-0.87],9.384e-08,***,Free Cholesterol in IDL
HDL-CE,0.82 [0.77-0.87],1.221e-05,***,Cholesteryl Esters in HDL
LDL-FC,0.82 [0.78-0.86],2.022e-09,***,Free Cholesterol in LDL
Total-C,0.82 [0.78-0.86],3.754e-10,***,Total-Cholesterol
PUFA%,0.82 [0.78-0.86],1.207e-10,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.82 [0.78-0.86],5.560e-09,***,Degree of Unsaturation
IDL-C,0.82 [0.78-0.86],8.282e-10,***,Cholesterol in IDL
IDL-CE,0.82 [0.78-0.86],1.096e-09,***,Cholesteryl Esters in IDL
LA,0.81 [0.78-0.86],2.708e-10,***,Linoleic Acid
L-LDL-FC,0.81 [0.77-0.86],7.274e-10,***,Free Cholesterol in Large LDL
S-VLDL-FC%,0.81 [0.78-0.85],2.098e-11,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-CE,0.81 [0.77-0.85],7.568e-11,***,Total-Esterified Cholesterol
S-VLDL-PL%,0.81 [0.77-0.85],1.473e-10,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.81 [0.77-0.84],3.419e-14,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Albumin,0.80 [0.76-0.84],6.171e-15,***,Albumin
XS-VLDL-C%,0.80 [0.76-0.83],2.639e-16,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.79 [0.76-0.83],2.936e-20,***,Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.79 [0.75-0.83],4.139e-13,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,0.79 [0.75-0.83],3.141e-18,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.77 [0.74-0.81],6.142e-23,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.77 [0.74-0.81],2.218e-23,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-C%,0.77 [0.74-0.81],6.077e-25,***,Cholesterol to Total-Lipids in IDL percentage
LA%,0.77 [0.73-0.81],3.464e-21,***,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.76 [0.73-0.80],8.886e-26,***,Cholesterol to Total-Lipids in Large LDL percentage
