Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.10 [1.01-1.19],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,1.03 [0.95-1.12],1.000,,Valine
Total-BCAA,1.02 [0.94-1.11],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.02 [0.94-1.11],1.000,,Leucine
M-LDL-PL%,1.00 [0.92-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.96 [0.88-1.04],1.000,,VLDL Cholesterol
Remnant-C,0.91 [0.84-0.99],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.91 [0.84-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.90 [0.83-0.97],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.87 [0.80-0.95],1.000,,Total-Cholesterol
