Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [1.02-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.12 [1.00-1.25],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Leu,1.01 [0.91-1.13],1.000,,Leucine
VLDL-C,1.01 [0.91-1.13],1.000,,VLDL Cholesterol
Total-BCAA,1.01 [0.90-1.12],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Remnant-C,0.96 [0.87-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.95 [0.85-1.05],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.92 [0.83-1.03],1.000,,Total-Cholesterol
HDL-CE,0.89 [0.79-1.01],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.88 [0.79-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
