Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,1.09 [1.00-1.20],1.000,,Cholesteryl Esters in HDL
Total-CE,1.05 [0.97-1.15],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,1.04 [0.95-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,1.04 [0.96-1.13],1.000,,Cholesteryl Esters in LDL
Omega-6/Omega-3,1.00 [0.92-1.09],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Ile,0.99 [0.91-1.08],1.000,,Isoleucine
M-LDL-TG%,0.99 [0.91-1.08],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,0.97 [0.89-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Ala,0.96 [0.88-1.04],1.000,,Alanine
M-HDL-TG%,0.94 [0.86-1.02],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
