Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.09 [0.96-1.23],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,1.08 [0.95-1.23],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,1.03 [0.92-1.16],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,1.03 [0.90-1.17],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,1.02 [0.90-1.15],1.000,,Total-Esterified Cholesterol
PUFA%,0.99 [0.88-1.12],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.94 [0.82-1.06],1.000,,Docosahexaenoic Acid
M-LDL-PL%,0.91 [0.81-1.02],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LA,0.91 [0.81-1.02],1.000,,Linoleic Acid
Albumin,0.74 [0.66-0.82],0.019,*,Albumin
