Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.33 [1.19-1.50],0.511,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.32 [1.19-1.47],0.084,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.29 [1.16-1.43],0.588,,Triglycerides to Total-Lipids in Medium LDL percentage
TG/PG,1.15 [1.02-1.29],1.000,,Triglycerides to Phosphoglycerides ratio
VLDL-PL,1.02 [0.91-1.13],1.000,,Phospholipids in VLDL
Remnant-C,0.90 [0.81-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.85 [0.76-0.94],1.000,,Total-Cholesterol
PUFA%,0.77 [0.70-0.86],0.534,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.76 [0.68-0.84],0.017,*,Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.74 [0.66-0.84],0.180,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
