Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.11 [1.04-1.18],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.08 [1.02-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.05 [0.99-1.11],1.000,,Phenylalanine
Gln,1.05 [0.98-1.11],1.000,,Glutamine
Gly,1.01 [0.95-1.08],1.000,,Glycine
VLDL-CE,1.00 [0.94-1.06],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.96 [0.90-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.95 [0.89-1.01],1.000,,Cholesteryl Esters in LDL
Total-CE,0.93 [0.87-0.99],1.000,,Total-Esterified Cholesterol
PUFA/MUFA,0.92 [0.86-0.98],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
