Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.15 [1.09-1.22],0.168,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.14 [1.08-1.21],0.836,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-PL%,1.07 [1.01-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,1.06 [1.00-1.12],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.01 [0.95-1.07],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.88 [0.83-0.92],0.126,,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.87 [0.83-0.92],0.122,,Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.86 [0.82-0.91],0.057,,Linoleic Acid to Total-Fatty Acids percentage
LA,0.86 [0.81-0.91],0.051,,Linoleic Acid
IDL-CE%,0.86 [0.82-0.91],0.004,**,Cholesteryl Esters to Total-Lipids in IDL percentage
