Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-C%,1.12 [0.98-1.29],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
IDL-PL%,1.10 [0.97-1.24],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-FC%,1.09 [0.96-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,1.09 [0.96-1.23],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
IDL-TG%,1.03 [0.91-1.16],1.000,,Triglycerides to Total-Lipids in IDL percentage
VLDL-CE,0.94 [0.83-1.07],1.000,,Cholesteryl Esters in VLDL
HDL-CE,0.93 [0.81-1.07],1.000,,Cholesteryl Esters in HDL
Total-CE,0.91 [0.81-1.04],1.000,,Total-Esterified Cholesterol
LDL-CE,0.91 [0.81-1.03],1.000,,Cholesteryl Esters in LDL
M-VLDL-TG%,0.90 [0.79-1.02],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
