Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,1.16 [0.98-1.36],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,1.15 [0.98-1.35],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,1.13 [0.95-1.34],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,1.07 [0.90-1.26],1.000,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-FC%,1.06 [0.90-1.25],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,1.00 [0.85-1.17],1.000,,Linoleic Acid
M-LDL-TG%,0.95 [0.81-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,0.93 [0.80-1.10],1.000,,Monounsaturated Fatty Acids
SFA%,0.92 [0.78-1.07],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.90 [0.76-1.07],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
