Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.08 [0.99-1.18],1.000,,Apolipoprotein B
Clinical LDL-C,1.08 [0.99-1.18],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,1.05 [0.95-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,1.04 [0.94-1.16],1.000,,HDL Cholesterol
ApoA1,1.02 [0.92-1.13],1.000,,Apolipoprotein A1
M-LDL-PL%,0.99 [0.91-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,0.99 [0.90-1.09],1.000,,Alanine
M-LDL-CE%,0.99 [0.90-1.09],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-TG%,0.98 [0.89-1.08],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,0.95 [0.86-1.05],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
