Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.96-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.08 [0.95-1.22],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.06 [0.93-1.20],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.03 [0.91-1.17],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-CE%,1.02 [0.90-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.98 [0.86-1.11],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,0.96 [0.85-1.09],1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,0.95 [0.84-1.08],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.94 [0.83-1.07],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.93 [0.83-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
