Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.03 [0.96-1.11],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-PL%,1.02 [0.95-1.10],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.01 [0.94-1.09],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.01 [0.94-1.09],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-TG%,1.00 [0.93-1.08],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.99 [0.92-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.97 [0.91-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.97 [0.91-1.04],1.000,,LDL Cholesterol
Non-HDL-C,0.97 [0.91-1.04],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.97 [0.90-1.04],1.000,,Total-Cholesterol
