Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.43 [1.30-1.57],4.371e-08,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.42 [1.29-1.56],1.688e-07,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.32 [1.20-1.45],0.004,**,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.29 [1.18-1.42],0.034,*,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-TG%,1.29 [1.17-1.41],0.021,*,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-C%,0.80 [0.74-0.87],0.081,,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.79 [0.72-0.85],0.005,**,Cholesterol to Total-Lipids in IDL percentage
Albumin,0.77 [0.71-0.84],0.004,**,Albumin
IDL-CE%,0.76 [0.70-0.83],7.734e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.75 [0.69-0.82],1.841e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
