Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.20 [1.02-1.43],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-FC%,1.18 [0.99-1.41],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.16 [0.98-1.38],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.14 [0.95-1.36],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.10 [0.91-1.32],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,0.99 [0.84-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Non-HDL-C,0.73 [0.62-0.86],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.71 [0.60-0.84],1.000,,LDL Cholesterol
LA,0.66 [0.56-0.79],0.690,,Linoleic Acid
L-LDL-CE%,0.64 [0.55-0.74],0.002,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
