Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,1.10 [0.97-1.25],1.000,,Free Cholesterol in HDL
M-LDL-PL%,1.03 [0.92-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
SFA,1.03 [0.91-1.16],1.000,,Saturated Fatty Acids
Total-FA,1.01 [0.90-1.14],1.000,,Total-Fatty Acids
Unsaturation,1.00 [0.89-1.13],1.000,,Degree of Unsaturation
M-HDL-PL%,1.00 [0.88-1.13],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.98 [0.87-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ala,0.98 [0.87-1.10],1.000,,Alanine
M-LDL-CE%,0.91 [0.81-1.02],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.90 [0.81-1.00],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
