Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.05 [0.93-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.04 [0.92-1.18],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
ApoB/ApoA1,1.02 [0.90-1.15],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.01 [0.90-1.14],1.000,,VLDL Cholesterol
VLDL-CE,1.01 [0.89-1.14],1.000,,Cholesteryl Esters in VLDL
LA,0.95 [0.84-1.07],1.000,,Linoleic Acid
DHA,0.94 [0.82-1.07],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.93 [0.82-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.92 [0.82-1.04],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.90 [0.80-1.01],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
