Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.15 [0.98-1.36],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.13 [0.97-1.32],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Phe,1.04 [0.89-1.20],1.000,,Phenylalanine
M-LDL-PL%,1.01 [0.87-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
His,1.00 [0.86-1.17],1.000,,Histidine
Remnant-C,0.92 [0.80-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-C,0.92 [0.80-1.07],1.000,,LDL Cholesterol
Non-HDL-C,0.92 [0.80-1.07],1.000,,Total-Cholesterol Minus HDL-C
HDL-C,0.92 [0.77-1.09],1.000,,HDL Cholesterol
M-LDL-FC%,0.91 [0.79-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
