Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.04 [0.93-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-CE%,1.01 [0.91-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-FC%,1.01 [0.90-1.12],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.00 [0.89-1.13],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.00 [0.89-1.12],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.99 [0.88-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.93 [0.84-1.04],1.000,,VLDL Cholesterol
HDL-CE,0.90 [0.79-1.02],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.89 [0.80-0.99],1.000,,Cholesteryl Esters in LDL
Total-CE,0.88 [0.79-0.98],1.000,,Total-Esterified Cholesterol
