Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.50 [1.31-1.72],0.001,**,Glycoprotein Acetyls
XS-VLDL-PL%,1.39 [1.21-1.60],0.995,,Phospholipids to Total-Lipids in Very Small VLDL percentage
Tyr,1.03 [0.90-1.19],1.000,,Tyrosine
ApoB/ApoA1,1.00 [0.87-1.15],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,1.00 [0.86-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.94 [0.81-1.09],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Remnant-C,0.91 [0.79-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.86 [0.75-0.99],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.83 [0.73-0.95],1.000,,LDL Cholesterol
Albumin,0.63 [0.56-0.71],1.236e-09,***,Albumin
