Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
LDL-C,1.08 [0.91-1.29],1.000,,LDL Cholesterol
Non-HDL-C,1.05 [0.88-1.25],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,1.05 [0.88-1.25],1.000,,Clinical LDL Cholesterol
HDL-C,1.01 [0.83-1.24],1.000,,HDL Cholesterol
M-LDL-TG%,1.01 [0.85-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA%,0.94 [0.79-1.13],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.93 [0.77-1.12],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.92 [0.77-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.85 [0.71-1.01],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.84 [0.70-1.00],1.000,,Linoleic Acid to Total-Fatty Acids percentage
