Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.26 [1.19-1.33],7.004e-11,***,Glycoprotein Acetyls
L-LDL-TG%,1.18 [1.12-1.24],3.494e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.17 [1.11-1.23],0.001,**,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.17 [1.11-1.23],0.004,**,Triglycerides to Total-Lipids in IDL percentage
S-LDL-TG%,1.15 [1.09-1.21],0.093,,Triglycerides to Total-Lipids in Small LDL percentage
IDL-C%,0.87 [0.83-0.91],0.016,*,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.87 [0.82-0.91],0.012,*,Cholesteryl Esters to Total-Lipids in IDL percentage
S-VLDL-FC%,0.87 [0.82-0.91],0.031,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.86 [0.82-0.91],0.029,*,Phospholipids to Total-Lipids in Small VLDL percentage
M-LDL-FC,0.86 [0.82-0.91],0.023,*,Free Cholesterol in Medium LDL
S-LDL-FC,0.86 [0.82-0.91],0.011,*,Free Cholesterol in Small LDL
LDL-FC,0.86 [0.81-0.91],0.009,**,Free Cholesterol in LDL
L-LDL-FC,0.86 [0.81-0.91],0.010,**,Free Cholesterol in Large LDL
L-LDL-C%,0.85 [0.80-0.89],1.266e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
Albumin,0.80 [0.76-0.84],2.052e-13,***,Albumin
