Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [0.94-1.37],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Val,1.08 [0.89-1.31],1.000,,Valine
Total-BCAA,1.08 [0.89-1.31],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.07 [0.88-1.29],1.000,,Leucine
ApoA1,1.07 [0.87-1.31],1.000,,Apolipoprotein A1
Omega-3%,0.93 [0.76-1.13],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,0.91 [0.74-1.12],1.000,,Docosahexaenoic Acid
Omega-6%,0.77 [0.63-0.93],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.75 [0.63-0.90],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.75 [0.62-0.91],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
