Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.12 [1.05-1.19],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.09 [1.01-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.08 [1.01-1.16],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.03 [0.95-1.11],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.01 [0.94-1.08],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
Cholines,0.84 [0.78-0.90],0.153,,Total-Cholines
Total-P,0.83 [0.77-0.89],0.078,,Total-Concentration of Lipoprotein Particles
ApoA1,0.82 [0.76-0.89],0.158,,Apolipoprotein A1
PC,0.82 [0.77-0.88],0.016,*,Phosphatidylcholines
HDL-C,0.82 [0.75-0.88],0.180,,HDL Cholesterol
