Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,1.07 [0.91-1.25],1.000,,Lactate
M-LDL-TG%,1.07 [0.92-1.24],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.07 [0.91-1.25],1.000,,Glycoprotein Acetyls
Pyruvate,1.05 [0.90-1.23],1.000,,Pyruvate
Glu,1.02 [0.87-1.19],1.000,,Glucose
M-LDL-FC%,1.00 [0.85-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gln,0.94 [0.80-1.10],1.000,,Glutamine
M-HDL-TG%,0.92 [0.79-1.08],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Gly,0.90 [0.76-1.06],1.000,,Glycine
M-HDL-PL%,0.86 [0.73-1.02],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
