Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL,1.03 [0.91-1.17],1.000,,Phospholipids in Very Small VLDL
M-LDL-FC%,1.02 [0.89-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-L,1.02 [0.90-1.16],1.000,,Total-Lipids in Very Small VLDL
XS-VLDL-TG,1.01 [0.89-1.15],1.000,,Triglycerides in Very Small VLDL
XS-VLDL-P,1.01 [0.89-1.15],1.000,,Concentration of Very Small VLDL Particles
PUFA/MUFA,0.97 [0.84-1.13],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.96 [0.82-1.13],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-VLDL-TG%,0.96 [0.84-1.08],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
VLDL-CE,0.89 [0.77-1.02],1.000,,Cholesteryl Esters in VLDL
S-HDL-CE,0.71 [0.62-0.82],0.489,,Cholesteryl Esters in Small HDL
