Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.23 [1.17-1.30],6.399e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.23 [1.17-1.30],4.677e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.22 [1.16-1.29],7.171e-09,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.22 [1.15-1.29],2.809e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.21 [1.15-1.27],4.996e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.19 [1.13-1.26],8.485e-05,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.17 [1.11-1.23],0.002,**,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-TG%,1.17 [1.10-1.23],0.023,*,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-TG%,1.16 [1.10-1.23],0.018,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.16 [1.10-1.22],0.004,**,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.16 [1.10-1.23],0.048,*,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-FC%,0.87 [0.83-0.92],0.009,**,Free Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C,0.87 [0.82-0.91],0.032,*,Cholesterol in Large LDL
IDL-CE,0.87 [0.82-0.91],0.045,*,Cholesteryl Esters in IDL
S-LDL-FC,0.87 [0.82-0.91],0.029,*,Free Cholesterol in Small LDL
Clinical LDL-C,0.87 [0.82-0.91],0.011,*,Clinical LDL Cholesterol
M-LDL-FC,0.87 [0.82-0.91],0.030,*,Free Cholesterol in Medium LDL
IDL-C,0.87 [0.82-0.91],0.030,*,Cholesterol in IDL
Total-C,0.86 [0.82-0.91],0.009,**,Total-Cholesterol
S-HDL-C%,0.86 [0.82-0.91],0.004,**,Cholesterol to Total-Lipids in Small HDL percentage
LDL-FC,0.86 [0.81-0.90],0.004,**,Free Cholesterol in LDL
L-LDL-FC,0.86 [0.81-0.90],0.004,**,Free Cholesterol in Large LDL
Unsaturation,0.86 [0.81-0.91],0.012,*,Degree of Unsaturation
Total-CE,0.86 [0.81-0.90],0.002,**,Total-Esterified Cholesterol
XL-HDL-CE%,0.86 [0.81-0.90],3.206e-04,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-FC%,0.85 [0.81-0.90],1.915e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-C%,0.85 [0.81-0.90],8.312e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-PL%,0.85 [0.81-0.90],4.423e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,0.85 [0.81-0.89],1.453e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC%,0.85 [0.80-0.89],0.002,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,0.85 [0.80-0.89],2.593e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.84 [0.80-0.89],4.322e-06,***,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE%,0.84 [0.80-0.89],1.867e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.84 [0.79-0.89],2.992e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-CE%,0.83 [0.79-0.88],1.176e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.83 [0.79-0.87],6.349e-09,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.82 [0.78-0.86],2.740e-10,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.81 [0.77-0.86],3.170e-10,***,Cholesterol to Total-Lipids in Large LDL percentage
