Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Pyruvate,1.23 [1.03-1.47],1.000,,Pyruvate
M-LDL-PL%,1.18 [0.97-1.44],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
GlycA,1.12 [0.92-1.37],1.000,,Glycoprotein Acetyls
Acetone,1.06 [0.88-1.27],1.000,,Acetone
Acetoacetate,1.02 [0.85-1.23],1.000,,Acetoacetate
L-VLDL-FC%,1.00 [0.82-1.21],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.99 [0.81-1.21],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-C%,0.95 [0.78-1.15],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-PL%,0.92 [0.76-1.12],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-CE%,0.92 [0.75-1.13],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
