Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.04 [0.98-1.11],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,1.03 [0.96-1.09],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.02 [0.96-1.09],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.02 [0.96-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.00 [0.94-1.06],1.000,,Phenylalanine
M-LDL-FC%,0.99 [0.93-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.99 [0.93-1.06],1.000,,Apolipoprotein A1
Total-BCAA,0.97 [0.91-1.03],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.96 [0.91-1.03],1.000,,Valine
ApoB/ApoA1,0.96 [0.91-1.02],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
