Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.04 [0.99-1.09],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,1.02 [0.97-1.07],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,1.01 [0.96-1.06],1.000,,Docosahexaenoic Acid
DHA%,1.01 [0.96-1.06],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,1.00 [0.96-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.99 [0.94-1.03],1.000,,Clinical LDL Cholesterol
M-LDL-FC%,0.98 [0.94-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,0.98 [0.94-1.02],1.000,,Apolipoprotein B
Val,0.96 [0.92-1.01],1.000,,Valine
ApoB/ApoA1,0.95 [0.91-1.00],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
