Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.04 [0.97-1.11],1.000,,Phenylalanine
Ile,1.02 [0.95-1.09],1.000,,Isoleucine
Total-BCAA,1.01 [0.94-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.00 [0.93-1.08],1.000,,Leucine
M-LDL-PL%,1.00 [0.93-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Albumin,0.99 [0.92-1.06],1.000,,Albumin
HDL-FC,0.97 [0.89-1.05],1.000,,Free Cholesterol in HDL
PUFA%,0.97 [0.90-1.04],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.97 [0.90-1.04],1.000,,Citrate
M-LDL-FC%,0.97 [0.90-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
