Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XXL-VLDL-PL,1.09 [0.91-1.31],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.07 [0.89-1.28],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
M-LDL-PL%,1.07 [0.89-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-L,1.06 [0.88-1.27],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.04 [0.86-1.25],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
VLDL-CE,0.85 [0.70-1.02],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,0.82 [0.68-1.00],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.81 [0.68-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,0.72 [0.60-0.86],1.000,,Cholesteryl Esters in LDL
Total-CE,0.69 [0.58-0.83],1.000,,Total-Esterified Cholesterol
