Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoA1,1.02 [0.98-1.07],1.000,,Apolipoprotein A1
M-LDL-TG%,1.02 [0.98-1.06],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-C,1.02 [0.98-1.07],1.000,,HDL Cholesterol
HDL-CE,1.02 [0.98-1.07],1.000,,Cholesteryl Esters in HDL
Phe,1.01 [0.97-1.05],1.000,,Phenylalanine
Gln,1.00 [0.96-1.04],1.000,,Glutamine
Tyr,0.99 [0.95-1.03],1.000,,Tyrosine
His,0.99 [0.95-1.03],1.000,,Histidine
M-LDL-FC%,0.99 [0.95-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ile,0.98 [0.95-1.02],1.000,,Isoleucine
