Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-FC%,1.68 [1.47-1.92],2.649e-08,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,1.10 [0.94-1.28],1.000,,Degree of Unsaturation
M-LDL-TG%,1.09 [0.94-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,1.06 [0.90-1.25],1.000,,Creatinine
Total-FA,1.03 [0.89-1.20],1.000,,Total-Fatty Acids
M-LDL-FC%,0.99 [0.85-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,0.98 [0.85-1.14],1.000,,Total-Cholesterol
Remnant-C,0.98 [0.85-1.13],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-C,0.97 [0.84-1.12],1.000,,VLDL Cholesterol
LDL-CE,0.97 [0.84-1.12],1.000,,Cholesteryl Esters in LDL
