Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.32 [1.25-1.39],3.092e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.29 [1.22-1.36],3.132e-16,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.28 [1.21-1.35],1.910e-13,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.25 [1.19-1.32],4.823e-10,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.25 [1.18-1.32],6.197e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.24 [1.17-1.31],2.095e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.24 [1.17-1.30],3.841e-09,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,1.23 [1.16-1.30],3.327e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.23 [1.16-1.30],1.174e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.21 [1.15-1.28],1.296e-05,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.20 [1.14-1.27],1.015e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,1.20 [1.14-1.27],4.976e-05,***,Glycoprotein Acetyls
S-HDL-PL%,1.18 [1.11-1.24],0.007,**,Phospholipids to Total-Lipids in Small HDL percentage
S-VLDL-CE%,0.87 [0.82-0.91],0.022,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,0.87 [0.82-0.91],0.007,**,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-FC%,0.86 [0.82-0.91],0.006,**,Free Cholesterol to Total-Lipids in IDL percentage
Total-L,0.86 [0.82-0.91],0.021,*,Total-Lipids in Lipoprotein Particles
Omega-3%,0.86 [0.81-0.91],0.044,*,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-P,0.86 [0.81-0.91],0.032,*,Concentration of Small LDL Particles
Total-PL,0.86 [0.81-0.91],0.044,*,Total-Phospholipids in Lipoprotein Particles
L-HDL-CE%,0.86 [0.82-0.90],0.002,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.86 [0.82-0.90],0.003,**,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-FC,0.86 [0.81-0.91],0.022,*,Free Cholesterol in Medium VLDL
S-LDL-FC%,0.86 [0.82-0.90],4.867e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE,0.86 [0.81-0.91],0.029,*,Cholesteryl Esters in Very Small VLDL
S-HDL-P,0.86 [0.81-0.91],0.018,*,Concentration of Small HDL Particles
S-VLDL-FC,0.86 [0.81-0.90],0.011,*,Free Cholesterol in Small VLDL
L-VLDL-CE%,0.85 [0.80-0.90],0.007,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-6%,0.85 [0.81-0.90],0.001,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-C,0.85 [0.80-0.90],0.003,**,Cholesterol in Small HDL
L-LDL-CE%,0.85 [0.81-0.90],2.897e-04,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-FC%,0.85 [0.80-0.90],0.020,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-PL,0.85 [0.80-0.90],0.002,**,Phospholipids in Small LDL
IDL-P,0.85 [0.80-0.90],0.002,**,Concentration of IDL Particles
M-HDL-C%,0.85 [0.80-0.90],0.001,**,Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-CE%,0.85 [0.81-0.89],4.481e-06,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-HDL-CE,0.85 [0.80-0.89],9.078e-04,***,Cholesteryl Esters in Small HDL
LA,0.84 [0.80-0.89],4.204e-04,***,Linoleic Acid
Remnant-C,0.84 [0.80-0.89],1.949e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-HDL-CE%,0.84 [0.80-0.89],7.396e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-FC%,0.84 [0.80-0.89],7.798e-05,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-P,0.84 [0.80-0.89],5.994e-04,***,Concentration of Medium LDL Particles
ApoB,0.84 [0.80-0.89],1.305e-04,***,Apolipoprotein B
Total-P,0.84 [0.79-0.89],0.003,**,Total-Concentration of Lipoprotein Particles
Omega-6,0.84 [0.80-0.89],3.031e-04,***,Omega-6 Fatty Acids
S-LDL-L,0.84 [0.79-0.89],1.544e-04,***,Total-Lipids in Small LDL
S-LDL-CE,0.84 [0.79-0.89],1.692e-04,***,Cholesteryl Esters in Small LDL
M-VLDL-PL%,0.84 [0.80-0.88],7.290e-06,***,Phospholipids to Total-Lipids in Medium VLDL percentage
DHA%,0.84 [0.79-0.89],1.848e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
SM,0.84 [0.79-0.89],3.533e-04,***,Sphingomyelins
Albumin,0.84 [0.79-0.88],8.185e-06,***,Albumin
LDL-P,0.83 [0.79-0.88],7.191e-05,***,Concentration of LDL Particles
M-LDL-CE,0.83 [0.79-0.88],4.898e-05,***,Cholesteryl Esters in Medium LDL
M-VLDL-C%,0.83 [0.79-0.88],1.043e-06,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-C%,0.83 [0.79-0.88],2.230e-06,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC%,0.83 [0.79-0.88],1.928e-06,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-P,0.83 [0.79-0.88],3.884e-05,***,Concentration of Large LDL Particles
M-LDL-L,0.83 [0.79-0.88],6.046e-06,***,Total-Lipids in Medium LDL
M-LDL-PL,0.83 [0.78-0.88],8.292e-06,***,Phospholipids in Medium LDL
XL-VLDL-C%,0.83 [0.78-0.88],1.441e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA,0.83 [0.78-0.87],1.073e-05,***,Polyunsaturated Fatty Acids
IDL-PL,0.83 [0.78-0.87],7.168e-06,***,Phospholipids in IDL
S-HDL-C%,0.83 [0.78-0.87],3.791e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
M-VLDL-C,0.82 [0.78-0.87],2.342e-06,***,Cholesterol in Medium VLDL
S-LDL-C,0.82 [0.78-0.87],2.079e-06,***,Cholesterol in Small LDL
XL-HDL-CE%,0.82 [0.78-0.87],6.643e-08,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-L,0.82 [0.78-0.87],5.001e-07,***,Total-Lipids in IDL
M-LDL-C,0.82 [0.78-0.87],5.160e-07,***,Cholesterol in Medium LDL
Non-HDL-C,0.82 [0.78-0.87],8.664e-08,***,Total-Cholesterol Minus HDL-C
XL-VLDL-CE%,0.82 [0.77-0.87],1.155e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-CE%,0.82 [0.78-0.86],6.975e-09,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC%,0.82 [0.78-0.86],1.404e-08,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Total-FC,0.82 [0.77-0.86],1.657e-07,***,Total-Free Cholesterol
LA%,0.82 [0.77-0.86],9.403e-08,***,Linoleic Acid to Total-Fatty Acids percentage
LDL-L,0.81 [0.77-0.86],1.279e-08,***,Total-Lipids in LDL
LDL-PL,0.81 [0.77-0.86],2.879e-08,***,Phospholipids in LDL
LDL-CE,0.81 [0.77-0.86],1.209e-08,***,Cholesteryl Esters in LDL
IDL-CE,0.81 [0.77-0.86],2.414e-08,***,Cholesteryl Esters in IDL
IDL-C,0.81 [0.77-0.85],8.074e-09,***,Cholesterol in IDL
XS-VLDL-C%,0.81 [0.77-0.85],2.979e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA%,0.81 [0.77-0.85],2.881e-09,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.81 [0.76-0.86],8.520e-07,***,Docosahexaenoic Acid
M-VLDL-CE,0.81 [0.76-0.85],1.141e-08,***,Cholesteryl Esters in Medium VLDL
IDL-FC,0.81 [0.76-0.85],1.306e-08,***,Free Cholesterol in IDL
IDL-C%,0.81 [0.77-0.85],6.481e-12,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.81 [0.77-0.85],1.191e-10,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-L,0.81 [0.76-0.85],1.061e-09,***,Total-Lipids in Large LDL
Total-C,0.80 [0.76-0.85],8.753e-10,***,Total-Cholesterol
LDL-C,0.80 [0.76-0.85],4.371e-10,***,LDL Cholesterol
S-LDL-FC,0.80 [0.76-0.85],1.076e-09,***,Free Cholesterol in Small LDL
L-LDL-PL,0.80 [0.76-0.85],1.063e-09,***,Phospholipids in Large LDL
S-VLDL-FC%,0.80 [0.76-0.85],1.011e-10,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-CE,0.80 [0.76-0.85],7.166e-10,***,Cholesteryl Esters in Large LDL
Clinical LDL-C,0.80 [0.76-0.84],2.763e-11,***,Clinical LDL Cholesterol
S-VLDL-PL%,0.80 [0.76-0.85],4.600e-10,***,Phospholipids to Total-Lipids in Small VLDL percentage
