Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Non-HDL-C,1.12 [0.94-1.33],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,1.09 [0.92-1.29],1.000,,LDL Cholesterol
Clinical LDL-C,1.08 [0.91-1.29],1.000,,Clinical LDL Cholesterol
M-LDL-PL%,1.05 [0.89-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-C,1.02 [0.84-1.23],1.000,,HDL Cholesterol
L-VLDL-TG%,0.94 [0.79-1.10],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.93 [0.78-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-PL%,0.92 [0.78-1.09],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-HDL-C%,0.91 [0.77-1.09],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,0.89 [0.75-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
