Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.01 [0.96-1.07],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Ile,1.01 [0.96-1.06],1.000,,Isoleucine
M-LDL-PL%,1.00 [0.95-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,1.00 [0.95-1.05],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,1.00 [0.95-1.05],1.000,,Tyrosine
Omega-6,1.00 [0.95-1.06],1.000,,Omega-6 Fatty Acids
DHA,1.00 [0.95-1.06],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.99 [0.94-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.99 [0.93-1.05],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.99 [0.93-1.05],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
