Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.31 [1.08-1.59],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.20 [1.00-1.46],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.18 [0.95-1.46],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.14 [0.93-1.38],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.04 [0.87-1.26],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
VLDL-C,0.98 [0.81-1.17],1.000,,VLDL Cholesterol
LDL-CE,0.90 [0.75-1.08],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.88 [0.74-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.86 [0.72-1.03],1.000,,Total-Esterified Cholesterol
HDL-CE,0.81 [0.65-1.00],1.000,,Cholesteryl Esters in HDL
