Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.07 [0.89-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoA1,1.02 [0.83-1.24],1.000,,Apolipoprotein A1
VLDL-C,1.01 [0.84-1.21],1.000,,VLDL Cholesterol
LDL-CE,1.00 [0.84-1.20],1.000,,Cholesteryl Esters in LDL
Non-HDL-C,1.00 [0.84-1.19],1.000,,Total-Cholesterol Minus HDL-C
Omega-6,0.98 [0.82-1.18],1.000,,Omega-6 Fatty Acids
LA,0.98 [0.82-1.17],1.000,,Linoleic Acid
M-LDL-FC%,0.90 [0.75-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.87 [0.72-1.06],1.000,,Omega-3 Fatty Acids
DHA,0.85 [0.70-1.03],1.000,,Docosahexaenoic Acid
