Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-FC,1.07 [1.00-1.14],1.000,,Free Cholesterol in HDL
Creatinine,1.03 [0.95-1.11],1.000,,Creatinine
M-LDL-PL%,1.01 [0.95-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
SFA,1.00 [0.94-1.07],1.000,,Saturated Fatty Acids
MUFA,1.00 [0.93-1.07],1.000,,Monounsaturated Fatty Acids
M-LDL-FC%,0.96 [0.90-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Leu,0.91 [0.85-0.98],1.000,,Leucine
Total-BCAA,0.89 [0.83-0.95],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
ApoB/ApoA1,0.87 [0.82-0.93],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.87 [0.81-0.93],1.000,,Valine
