Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.13 [1.08-1.18],0.040,*,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.07 [1.03-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,1.06 [1.02-1.10],1.000,,Isoleucine
Total-BCAA,1.06 [1.02-1.10],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.05 [1.01-1.09],1.000,,Leucine
L-HDL-P,0.89 [0.85-0.94],0.468,,Concentration of Large HDL Particles
L-HDL-C,0.89 [0.85-0.93],0.394,,Cholesterol in Large HDL
L-HDL-CE,0.89 [0.85-0.93],0.205,,Cholesteryl Esters in Large HDL
HDL-C,0.89 [0.85-0.93],0.073,,HDL Cholesterol
HDL-CE,0.88 [0.84-0.92],0.031,*,Cholesteryl Esters in HDL
