Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.10 [0.90-1.34],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Remnant-C,1.05 [0.85-1.29],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,1.05 [0.86-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB,1.04 [0.85-1.28],1.000,,Apolipoprotein B
Non-HDL-C,1.01 [0.82-1.24],1.000,,Total-Cholesterol Minus HDL-C
SFA,1.00 [0.82-1.21],1.000,,Saturated Fatty Acids
M-LDL-FC%,0.97 [0.80-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6,0.94 [0.77-1.16],1.000,,Omega-6 Fatty Acids
PUFA,0.92 [0.75-1.13],1.000,,Polyunsaturated Fatty Acids
Omega-3,0.86 [0.69-1.07],1.000,,Omega-3 Fatty Acids
