Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.13 [1.03-1.23],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-PL%,1.05 [0.97-1.15],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-PL%,1.04 [0.96-1.14],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.04 [0.95-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.00 [0.91-1.10],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-VLDL-FC%,0.99 [0.91-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-C,0.87 [0.80-0.96],1.000,,VLDL Cholesterol
Remnant-C,0.87 [0.80-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.86 [0.79-0.94],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.85 [0.78-0.93],1.000,,Total-Cholesterol
