Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.26 [1.08-1.47],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.24 [1.05-1.46],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Gly,1.24 [1.05-1.46],1.000,,Glycine
ApoB/ApoA1,1.15 [0.99-1.34],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL%,1.09 [0.93-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,0.96 [0.82-1.12],1.000,,Cholesteryl Esters in LDL
Total-CE,0.89 [0.76-1.04],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.89 [0.77-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.80 [0.68-0.94],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.77 [0.66-0.91],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
