Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.09 [1.04-1.14],1.000,,Glycoprotein Acetyls
Lactate,1.06 [1.01-1.11],1.000,,Lactate
Pyruvate,1.05 [1.01-1.10],1.000,,Pyruvate
Acetoacetate,1.03 [0.99-1.08],1.000,,Acetoacetate
M-LDL-PL%,1.00 [0.96-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,0.99 [0.94-1.03],1.000,,Glycine
Phe,0.98 [0.94-1.03],1.000,,Phenylalanine
M-LDL-FC%,0.98 [0.93-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,0.95 [0.91-1.00],1.000,,Histidine
Ile,0.95 [0.90-0.99],1.000,,Isoleucine
