Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.33 [1.23-1.44],2.351e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,1.33 [1.24-1.43],1.060e-09,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.33 [1.24-1.43],1.022e-09,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.32 [1.23-1.42],5.869e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.29 [1.21-1.39],1.143e-07,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.29 [1.19-1.39],1.403e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-TG%,1.27 [1.17-1.37],0.002,**,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.26 [1.18-1.36],6.308e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,1.25 [1.15-1.35],0.009,**,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-PL%,1.24 [1.16-1.34],0.003,**,Phospholipids to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,1.24 [1.15-1.34],0.012,*,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,1.23 [1.14-1.33],0.039,*,Glycoprotein Acetyls
IDL-PL%,1.23 [1.14-1.32],0.012,*,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-CE%,0.84 [0.79-0.90],0.018,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.83 [0.78-0.89],0.036,*,Phospholipids to Total-Lipids in Medium VLDL percentage
LDL-L,0.83 [0.77-0.89],0.048,*,Total-Lipids in LDL
M-VLDL-C%,0.82 [0.77-0.88],0.004,**,Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-PL,0.82 [0.76-0.88],0.036,*,Phospholipids in LDL
M-LDL-C%,0.82 [0.77-0.88],6.865e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.82 [0.76-0.88],0.005,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Total-FC,0.82 [0.76-0.88],0.029,*,Total-Free Cholesterol
LDL-C,0.82 [0.76-0.88],0.011,*,LDL Cholesterol
M-LDL-FC%,0.82 [0.76-0.88],0.003,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-L,0.81 [0.75-0.87],0.005,**,Total-Lipids in Large LDL
S-HDL-C%,0.81 [0.76-0.87],0.002,**,Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE,0.81 [0.75-0.87],0.006,**,Cholesteryl Esters in Large LDL
M-HDL-C%,0.81 [0.75-0.87],0.004,**,Cholesterol to Total-Lipids in Medium HDL percentage
Clinical LDL-C,0.81 [0.75-0.87],8.863e-04,***,Clinical LDL Cholesterol
L-LDL-PL,0.81 [0.75-0.87],0.004,**,Phospholipids in Large LDL
L-LDL-FC%,0.80 [0.75-0.86],9.406e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-FC,0.80 [0.75-0.87],0.002,**,Free Cholesterol in Small LDL
IDL-L,0.80 [0.75-0.86],0.002,**,Total-Lipids in IDL
M-LDL-FC,0.80 [0.75-0.87],0.003,**,Free Cholesterol in Medium LDL
L-LDL-C,0.80 [0.75-0.86],0.001,**,Cholesterol in Large LDL
Total-P,0.80 [0.74-0.87],0.018,*,Total-Concentration of Lipoprotein Particles
Total-C,0.80 [0.74-0.86],2.678e-04,***,Total-Cholesterol
IDL-FC,0.80 [0.74-0.86],0.001,**,Free Cholesterol in IDL
Unsaturation,0.80 [0.74-0.86],0.002,**,Degree of Unsaturation
Total-CE,0.79 [0.74-0.85],6.596e-05,***,Total-Esterified Cholesterol
LDL-FC,0.79 [0.73-0.85],1.171e-04,***,Free Cholesterol in LDL
M-HDL-FC%,0.79 [0.73-0.85],4.153e-04,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,0.79 [0.73-0.84],1.040e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.79 [0.73-0.84],4.748e-06,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-C,0.78 [0.73-0.84],2.996e-05,***,Cholesterol in IDL
L-LDL-FC,0.78 [0.73-0.84],5.839e-05,***,Free Cholesterol in Large LDL
IDL-CE,0.78 [0.72-0.84],1.763e-05,***,Cholesteryl Esters in IDL
HDL-C,0.78 [0.72-0.85],0.007,**,HDL Cholesterol
XS-VLDL-CE%,0.78 [0.73-0.83],1.649e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-CE,0.78 [0.71-0.85],0.006,**,Cholesteryl Esters in HDL
S-VLDL-PL%,0.78 [0.72-0.83],3.137e-06,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-C%,0.77 [0.73-0.83],2.431e-09,***,Cholesterol to Total-Lipids in IDL percentage
PUFA/MUFA,0.77 [0.71-0.83],1.543e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-CE%,0.77 [0.72-0.82],1.328e-09,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.76 [0.71-0.82],2.507e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
