Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-TG%,1.09 [0.90-1.33],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.06 [0.88-1.28],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-TG%,1.06 [0.88-1.28],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.05 [0.87-1.27],1.000,,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.02 [0.84-1.24],1.000,,Phospholipids to Total-Lipids in IDL percentage
VLDL-C,0.96 [0.78-1.16],1.000,,VLDL Cholesterol
LDL-CE,0.94 [0.78-1.14],1.000,,Cholesteryl Esters in LDL
Total-C,0.92 [0.76-1.11],1.000,,Total-Cholesterol
M-LDL-FC%,0.92 [0.76-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.91 [0.73-1.15],1.000,,Cholesteryl Esters in HDL
