Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.07 [0.89-1.29],1.000,,Phenylalanine
ApoB/ApoA1,1.07 [0.89-1.29],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
His,1.06 [0.88-1.28],1.000,,Histidine
ApoB,1.03 [0.85-1.24],1.000,,Apolipoprotein B
M-LDL-FC%,1.00 [0.82-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.99 [0.82-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
PUFA,0.97 [0.80-1.18],1.000,,Polyunsaturated Fatty Acids
Unsaturation,0.88 [0.72-1.07],1.000,,Degree of Unsaturation
DHA,0.87 [0.71-1.07],1.000,,Docosahexaenoic Acid
Omega-3,0.87 [0.71-1.06],1.000,,Omega-3 Fatty Acids
