Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.17 [1.00-1.37],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.13 [0.98-1.30],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.09 [0.94-1.26],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.08 [0.94-1.25],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
His,1.05 [0.91-1.21],1.000,,Histidine
Remnant-C,0.94 [0.82-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.93 [0.81-1.08],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.92 [0.80-1.06],1.000,,LDL Cholesterol
Total-C,0.91 [0.79-1.05],1.000,,Total-Cholesterol
M-LDL-FC%,0.87 [0.75-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
