Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.10 [0.95-1.28],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.09 [0.95-1.25],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,1.08 [0.94-1.25],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.03 [0.89-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.00 [0.87-1.15],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
LA,0.72 [0.63-0.83],0.857,,Linoleic Acid
Total-L,0.72 [0.63-0.82],0.304,,Total-Lipids in Lipoprotein Particles
Total-FA,0.70 [0.61-0.81],0.243,,Total-Fatty Acids
Omega-6,0.69 [0.60-0.80],0.070,,Omega-6 Fatty Acids
PUFA,0.68 [0.59-0.79],0.026,*,Polyunsaturated Fatty Acids
