Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.04 [0.99-1.08],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,1.03 [0.98-1.07],1.000,,Valine
Total-BCAA,1.03 [0.98-1.07],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.02 [0.98-1.07],1.000,,Leucine
M-LDL-PL%,1.02 [0.97-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
PUFA,0.99 [0.95-1.03],1.000,,Polyunsaturated Fatty Acids
Omega-6,0.99 [0.95-1.03],1.000,,Omega-6 Fatty Acids
LA,0.98 [0.94-1.02],1.000,,Linoleic Acid
Unsaturation,0.97 [0.93-1.02],1.000,,Degree of Unsaturation
M-LDL-FC%,0.96 [0.92-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
