Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-CE,1.06 [0.94-1.20],1.000,,Cholesteryl Esters in VLDL
HDL-CE,1.04 [0.91-1.19],1.000,,Cholesteryl Esters in HDL
Total-CE,1.04 [0.91-1.18],1.000,,Total-Esterified Cholesterol
M-LDL-PL%,1.02 [0.91-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,1.01 [0.90-1.15],1.000,,Cholesteryl Esters in LDL
M-HDL-FC%,0.99 [0.86-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-C%,0.92 [0.81-1.05],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.92 [0.81-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.92 [0.82-1.04],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,0.92 [0.81-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
