Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.02 [0.98-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.02 [0.98-1.05],1.000,,Phenylalanine
Tyr,1.02 [0.98-1.05],1.000,,Tyrosine
Ile,1.01 [0.97-1.04],1.000,,Isoleucine
Leu,1.00 [0.97-1.04],1.000,,Leucine
M-LDL-FC%,1.00 [0.96-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.98 [0.94-1.01],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.96 [0.93-1.00],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.94 [0.91-0.98],1.000,,Apolipoprotein B
Clinical LDL-C,0.94 [0.91-0.97],1.000,,Clinical LDL Cholesterol
