Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.06 [1.00-1.12],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-PL%,1.03 [0.97-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB,1.02 [0.97-1.08],1.000,,Apolipoprotein B
LDL-C,1.02 [0.96-1.08],1.000,,LDL Cholesterol
Clinical LDL-C,1.00 [0.95-1.06],1.000,,Clinical LDL Cholesterol
LDL-FC,1.00 [0.94-1.05],1.000,,Free Cholesterol in LDL
HDL-FC,0.90 [0.85-0.95],1.000,,Free Cholesterol in HDL
HDL-size,0.86 [0.81-0.92],0.808,,Average Diameter for HDL Particles
L-HDL-CE,0.86 [0.81-0.91],0.434,,Cholesteryl Esters in Large HDL
L-HDL-C,0.86 [0.81-0.91],0.430,,Cholesterol in Large HDL
