Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.14 [1.05-1.23],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.08 [0.99-1.17],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.04 [0.96-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.03 [0.95-1.11],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.02 [0.94-1.10],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.96 [0.88-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.92 [0.85-1.00],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.91 [0.84-0.99],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.91 [0.84-0.98],1.000,,LDL Cholesterol
Total-C,0.89 [0.82-0.96],1.000,,Total-Cholesterol
