Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ile,1.11 [0.94-1.31],1.000,,Isoleucine
M-VLDL-C%,1.07 [0.88-1.30],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Total-BCAA,1.06 [0.89-1.27],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.06 [0.89-1.26],1.000,,Leucine
Val,1.04 [0.87-1.24],1.000,,Valine
M-LDL-FC%,0.98 [0.82-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.98 [0.81-1.19],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
SFA%,0.98 [0.81-1.17],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.95 [0.79-1.16],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.95 [0.79-1.14],1.000,,Docosahexaenoic Acid
