Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.39 [1.25-1.53],1.003e-04,***,Glycoprotein Acetyls
L-LDL-TG%,1.14 [1.03-1.26],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.05 [0.95-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.05 [0.94-1.16],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.01 [0.92-1.12],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
Remnant-C,0.86 [0.77-0.95],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.85 [0.77-0.94],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.84 [0.76-0.93],1.000,,LDL Cholesterol
Total-C,0.83 [0.75-0.91],1.000,,Total-Cholesterol
Albumin,0.79 [0.72-0.87],0.320,,Albumin
