Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,1.61 [1.35-1.91],0.022,*,Lactate
L-LDL-TG%,1.32 [1.12-1.56],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.14 [0.96-1.37],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-C%,1.05 [0.88-1.25],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.03 [0.86-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Total-CE,0.64 [0.54-0.75],0.036,*,Total-Esterified Cholesterol
Total-PL,0.63 [0.53-0.75],0.048,*,Total-Phospholipids in Lipoprotein Particles
PC,0.62 [0.52-0.74],0.046,*,Phosphatidylcholines
S-HDL-C,0.62 [0.52-0.74],0.020,*,Cholesterol in Small HDL
S-HDL-P,0.62 [0.52-0.74],0.043,*,Concentration of Small HDL Particles
M-HDL-FC%,0.62 [0.53-0.72],0.001,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-FC,0.61 [0.51-0.73],0.030,*,Free Cholesterol in Small HDL
HDL-P,0.59 [0.48-0.71],0.023,*,Concentration of HDL Particles
Total-P,0.57 [0.47-0.70],0.004,**,Total-Concentration of Lipoprotein Particles
