Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE%,1.20 [0.92-1.55],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,1.16 [0.91-1.49],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
IDL-PL%,1.11 [0.93-1.34],1.000,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.08 [0.89-1.31],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-FC%,1.01 [0.82-1.25],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,0.99 [0.81-1.22],1.000,,Cholesteryl Esters in VLDL
M-VLDL-TG%,0.99 [0.82-1.19],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
LA%,0.93 [0.76-1.15],1.000,,Linoleic Acid to Total-Fatty Acids percentage
LDL-CE,0.93 [0.77-1.12],1.000,,Cholesteryl Esters in LDL
Total-CE,0.92 [0.76-1.11],1.000,,Total-Esterified Cholesterol
