Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
LA,1.11 [0.91-1.35],1.000,,Linoleic Acid
Omega-6%,1.07 [0.86-1.32],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.06 [0.86-1.31],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
MUFA%,1.05 [0.85-1.30],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA%,1.03 [0.83-1.28],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-FC%,1.00 [0.82-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-CE%,0.99 [0.80-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-TG%,0.97 [0.78-1.19],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-PL%,0.92 [0.74-1.14],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-LDL-PL%,0.86 [0.71-1.04],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
