Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.15 [0.99-1.32],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.13 [0.97-1.33],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.08 [0.93-1.25],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
His,1.04 [0.90-1.20],1.000,,Histidine
M-LDL-CE%,1.00 [0.87-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-C,0.97 [0.84-1.12],1.000,,VLDL Cholesterol
Remnant-C,0.94 [0.81-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-CE,0.91 [0.78-1.07],1.000,,Cholesteryl Esters in HDL
Total-C,0.90 [0.78-1.05],1.000,,Total-Cholesterol
M-LDL-FC%,0.90 [0.77-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
