Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.40 [1.15-1.69],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.37 [1.14-1.65],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.28 [1.05-1.55],1.000,,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.24 [1.01-1.53],1.000,,Triglycerides to Phosphoglycerides ratio
IDL-FC%,1.02 [0.84-1.24],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
VLDL-CE,0.85 [0.70-1.04],1.000,,Cholesteryl Esters in VLDL
DHA%,0.84 [0.69-1.03],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.75 [0.61-0.92],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,0.70 [0.58-0.85],1.000,,Total-Esterified Cholesterol
L-LDL-C%,0.66 [0.55-0.78],0.519,,Cholesterol to Total-Lipids in Large LDL percentage
